schema_version	profile	child_id	phase	size_bytes	schedule_cycle	ordinal	logical_request_id	attempt_id	activation_id	terminal_success	full_output_verified	activation_get_result_match	store_status	warm_eligible	valid_warm_candidate	analysis_selected	exclusion_reason	client_start_unix_ns	client_end_unix_ns	activation_get_unix_ns	db_start_unix_ns	db_finish_unix_ns	total_latency_ns	client_to_db_enter_ns	couchdb_save_ns	http_request_bytes	http_response_bytes	activation_get_response_bytes	application_input_bytes	application_input_sha256	application_output_bytes	application_output_sha256	profile_input_duration_ns	profile_workload_duration_ns	profile_output_duration_ns	profile_outer_duration_ns	guest_body_duration_cycles	shared_event_status	profile_timing_status	openwhisk_event_status	invoker_event_status	gateway_event_status	quality_complete
e3-v2-reusable-attempt-v1	reusable-concurrency	round-365	measured	1024	5	29	29	1	6a0a7309887047e38a73098870e7e33a	true	true	true	put_acknowledged	true	true	true		1784948145339383798	1784948145422436624	1784948145450214191	1784948145405999872	1784948145417999872	78616074	66616074	12000000	1681	3854	11335	1024	5a34809ee11c086e125d8814803c15b09ed35ac681fa1fc0212e403a19515301	1024	5a34809ee11c086e125d8814803c15b09ed35ac681fa1fc0212e403a19515301			578093	87267	108225	complete	complete	complete	complete	complete	true
e3-v2-reusable-attempt-v1	reusable-concurrency	round-365	measured	4096	5	30	30	1	d3bfb78a1b524228bfb78a1b52f2283e	true	true	true	put_acknowledged	true	true	true		1784948145459676578	1784948145511771568	1784948145551061290	1784948145496000000	1784948145508999936	49323358	36323422	12999936	5777	7951	19531	4096	5a08c1d15524130e85bc5eadea5f46f686f4766201cacf1c0699a621bea8128b	4096	5a08c1d15524130e85bc5eadea5f46f686f4766201cacf1c0699a621bea8128b			585355	245460	408806	complete	complete	complete	complete	complete	true
e3-v2-reusable-attempt-v1	reusable-concurrency	round-365	measured	16384	5	31	31	1	085989bdf4cd4ff59989bdf4cd0ff55b	true	true	true	put_acknowledged	true	true	true		1784948145554927352	1784948145629062430	1784948145662255199	1784948145600000000	1784948145624999936	70072584	45072648	24999936	22161	24335	52351	16384	88d019d4d22a86c40fdea9b2488b739b9878e15350df7b2c47be3a03d1eea8db	16384	88d019d4d22a86c40fdea9b2488b739b9878e15350df7b2c47be3a03d1eea8db			512680	812975	1598181	complete	complete	complete	complete	complete	true
e3-v2-reusable-attempt-v1	reusable-concurrency	round-365	measured	65536	5	32	32	1	ff1b635ad2354f519b635ad2357f5104	true	true	true	put_acknowledged	true	true	true		1784948145666873571	1784948145780477679	1784948146036331376	1784948145760000000	1784948145836999936	170126365	93126429	76999936	87697	89873	183596	65536	8ec8c863b2578784b3fc488f560037299179a01f25d8f611c3ed97671a055e83	65536	8ec8c863b2578784b3fc488f560037299179a01f25d8f611c3ed97671a055e83			677433	3398295	6367046	complete	complete	complete	complete	complete	true
e3-v2-reusable-attempt-v1	reusable-concurrency	round-365	measured	262144	5	33	33	1	eaa407e4c14d4791a407e4c14d479137	true	true	true	put_acknowledged	true	true	true		1784948146046069622	1784948146326436422	1784948146394117925	1784948146267000064	1784948146318000128	271930506	220930442	51000064	349841	352020	708574	262144	ca8f70315cf0740a924eae1b531711c9df9ca3d127e4db9471df261015b3facb	262144	ca8f70315cf0740a924eae1b531711c9df9ca3d127e4db9471df261015b3facb			1210052	12993910	26373053	complete	complete	complete	complete	complete	true
e3-v2-reusable-attempt-v1	reusable-concurrency	round-365	measured	1048576	5	34	34	1	1005a86ff67547e685a86ff675e7e68c	true	true	true	put_acknowledged	true	true	true		1784948146424354006	1784948146964007374	1784948147194471779	1784948146862999808	1784948146972000000	547645994	438645802	109000192	1398417	1400596	2808425	1048576	9c5cf60a38878d9f81cc281e3cdb909dd5dbd7ea7a137ea589a1533176ec8ee4	1048576	9c5cf60a38878d9f81cc281e3cdb909dd5dbd7ea7a137ea589a1533176ec8ee4			3274885	51617478	104920369	complete	complete	complete	complete	complete	true
e3-v2-reusable-attempt-v1	reusable-concurrency	round-365	measured	4194304	5	35	35	1	5613bd310ec743e193bd310ec7f3e171	true	true	true	put_acknowledged	true	true	true		1784948147352096547	1784948149409787315	1784948150460822601	1784948149063000064	1784948149512999936	2160903389	1710903517	449999872	5592721	5594904	11207794	4194304	87492d71e0e5ffa3a31731b0509a460c1341d04f0a07270608a4cef3e7af3047	4194304	87492d71e0e5ffa3a31731b0509a460c1341d04f0a07270608a4cef3e7af3047			11592378	198365011	410622720	complete	complete	complete	complete	complete	true
e3-v2-reusable-attempt-v1	reusable-concurrency	round-365	measured	1024	6	36	36	1	defa8353a8d7422aba8353a8d7f22a98	true	true	true	put_acknowledged	true	true	true		1784948150607883327	1784948150695198543	1784948150724782959	1784948150676999936	1784948150706000128	98116801	69116609	29000192	1681	3856	11347	1024	5a34809ee11c086e125d8814803c15b09ed35ac681fa1fc0212e403a19515301	1024	5a34809ee11c086e125d8814803c15b09ed35ac681fa1fc0212e403a19515301			566800	168583	328737	complete	complete	complete	complete	complete	true
e3-v2-reusable-attempt-v1	reusable-concurrency	round-365	measured	4096	6	37	37	1	72bd626844a045aebd626844a055ae1b	true	true	true	put_acknowledged	true	true	true		1784948150733046254	1784948150787303950	1784948150821783873	1784948150768000000	1784948150776999936	43953682	34953746	8999936	5777	7951	19531	4096	5a08c1d15524130e85bc5eadea5f46f686f4766201cacf1c0699a621bea8128b	4096	5a08c1d15524130e85bc5eadea5f46f686f4766201cacf1c0699a621bea8128b			564898	252370	461412	complete	complete	complete	complete	complete	true
e3-v2-reusable-attempt-v1	reusable-concurrency	round-365	measured	16384	6	38	38	1	3945a7e061b8467585a7e061b85675b1	true	true	true	put_acknowledged	true	true	true		1784948150825815571	1784948150881163876	1784948151114017904	1784948150872999936	1784948150895000064	69184493	47184365	22000128	22161	24335	52351	16384	88d019d4d22a86c40fdea9b2488b739b9878e15350df7b2c47be3a03d1eea8db	16384	88d019d4d22a86c40fdea9b2488b739b9878e15350df7b2c47be3a03d1eea8db			534784	853294	1630439	complete	complete	complete	complete	complete	true
e3-v2-reusable-attempt-v1	reusable-concurrency	round-365	measured	65536	6	39	39	1	dd4321b52e3b46408321b52e3b964039	true	true	true	put_acknowledged	true	true	true		1784948151119032773	1784948151197809572	1784948151468769521	1784948151183000064	1784948151236000000	116967227	63967291	52999936	87697	89874	183601	65536	8ec8c863b2578784b3fc488f560037299179a01f25d8f611c3ed97671a055e83	65536	8ec8c863b2578784b3fc488f560037299179a01f25d8f611c3ed97671a055e83			2065557	3518522	6450306	complete	complete	complete	complete	complete	true
e3-v2-reusable-attempt-v1	reusable-concurrency	round-365	measured	262144	6	40	40	1	aba5f06316ee43f2a5f06316eee3f263	true	true	true	put_acknowledged	true	true	true		1784948151478961211	1784948151723034544	1784948151826111155	1784948151704999936	1784948151743000064	264038853	226038725	38000128	349841	352020	708574	262144	ca8f70315cf0740a924eae1b531711c9df9ca3d127e4db9471df261015b3facb	262144	ca8f70315cf0740a924eae1b531711c9df9ca3d127e4db9471df261015b3facb			4721823	21508660	49371472	complete	complete	complete	complete	complete	true
e3-v2-reusable-attempt-v1	reusable-concurrency	round-365	measured	1048576	6	41	41	1	d3341d4dff1a4de3b41d4dff1a9de36a	true	true	true	put_acknowledged	true	true	true		1784948151869442980	1784948152441272373	1784948152663251152	1784948152336000000	1784948152452000000	582557020	466557020	116000000	1398417	1400596	2808425	1048576	9c5cf60a38878d9f81cc281e3cdb909dd5dbd7ea7a137ea589a1533176ec8ee4	1048576	9c5cf60a38878d9f81cc281e3cdb909dd5dbd7ea7a137ea589a1533176ec8ee4			3212501	51001492	102213579	complete	complete	complete	complete	complete	true
e3-v2-reusable-attempt-v1	reusable-concurrency	round-365	measured	4194304	6	42	42	1	8be662f1051f45dba662f1051fd5dbc5	true	true	true	put_acknowledged	true	true	true		1784948152802374177	1784948154775527005	1784948155704928791	1784948154536999936	1784948154885999872	2083625695	1734625759	348999936	5592721	5594903	11207795	4194304	87492d71e0e5ffa3a31731b0509a460c1341d04f0a07270608a4cef3e7af3047	4194304	87492d71e0e5ffa3a31731b0509a460c1341d04f0a07270608a4cef3e7af3047			11601058	197568109	408898881	complete	complete	complete	complete	complete	true
e3-v2-reusable-attempt-v1	reusable-concurrency	round-365	measured	1024	7	43	43	1	cd04f8bc408e4f4184f8bc408e4f418c	true	true	true	put_acknowledged	true	true	true		1784948155853762739	1784948155921417583	1784948155939604855	1784948155911000064	1784948155930000128	76237389	57237325	19000064	1681	3855	11339	1024	5a34809ee11c086e125d8814803c15b09ed35ac681fa1fc0212e403a19515301	1024	5a34809ee11c086e125d8814803c15b09ed35ac681fa1fc0212e403a19515301			509675	84806	106399	complete	complete	complete	complete	complete	true
e3-v2-reusable-attempt-v1	reusable-concurrency	round-365	measured	4096	7	44	44	1	25490044a90247e2890044a90257e265	true	true	true	put_acknowledged	true	true	true		1784948155949279696	1784948156003937071	1784948156019493621	1784948155983000064	1784948155991000064	41720368	33720368	8000000	5777	7951	19529	4096	5a08c1d15524130e85bc5eadea5f46f686f4766201cacf1c0699a621bea8128b	4096	5a08c1d15524130e85bc5eadea5f46f686f4766201cacf1c0699a621bea8128b			553956	251951	409981	complete	complete	complete	complete	complete	true
e3-v2-reusable-attempt-v1	reusable-concurrency	round-365	measured	16384	7	45	45	1	40b1a871c653450cb1a871c653b50cf3	true	true	true	put_acknowledged	true	true	true		1784948156023635149	1784948156124001007	1784948156158944043	1784948156080000000	1784948156086999808	63364659	56364851	6999808	22161	24335	52349	16384	88d019d4d22a86c40fdea9b2488b739b9878e15350df7b2c47be3a03d1eea8db	16384	88d019d4d22a86c40fdea9b2488b739b9878e15350df7b2c47be3a03d1eea8db			519401	908723	1763819	complete	complete	complete	complete	complete	true
e3-v2-reusable-attempt-v1	reusable-concurrency	round-365	measured	65536	7	46	46	1	9bbf79f3e18e4c5abf79f3e18e9c5a78	true	true	true	put_acknowledged	true	true	true		1784948156164838335	1784948156295996556	1784948156321635780	1784948156272000000	1784948156292999936	128161601	107161665	20999936	87697	89873	183596	65536	8ec8c863b2578784b3fc488f560037299179a01f25d8f611c3ed97671a055e83	65536	8ec8c863b2578784b3fc488f560037299179a01f25d8f611c3ed97671a055e83			690480	3545059	6796332	complete	complete	complete	complete	complete	true
e3-v2-reusable-attempt-v1	reusable-concurrency	round-365	measured	262144	7	47	47	1	f25ec569cc584f409ec569cc582f40d8	true	true	true	put_acknowledged	true	true	true		1784948156330448214	1784948156596527353	1784948156688466539	1784948156583000064	1784948156630000128	299551914	252551850	47000064	349841	352020	708574	262144	ca8f70315cf0740a924eae1b531711c9df9ca3d127e4db9471df261015b3facb	262144	ca8f70315cf0740a924eae1b531711c9df9ca3d127e4db9471df261015b3facb			1184822	12716074	25850057	complete	complete	complete	complete	complete	true
e3-v2-reusable-attempt-v1	reusable-concurrency	round-365	measured	1048576	7	48	48	1	c3382c9affef4680b82c9affefd68007	true	true	true	put_acknowledged	true	true	true		1784948156717528194	1784948157280335862	1784948157487179978	1784948157164999936	1784948157290999808	573471614	447471742	125999872	1398417	1400596	2808427	1048576	9c5cf60a38878d9f81cc281e3cdb909dd5dbd7ea7a137ea589a1533176ec8ee4	1048576	9c5cf60a38878d9f81cc281e3cdb909dd5dbd7ea7a137ea589a1533176ec8ee4			3227951	50193806	102110158	complete	complete	complete	complete	complete	true
e3-v2-reusable-attempt-v1	reusable-concurrency	round-365	measured	4194304	7	49	49	1	169d0de6428f4c969d0de6428f7c9652	true	true	true	put_acknowledged	true	true	true		1784948157608787022	1784948159646511714	1784948160490698851	1784948159359000064	1784948159704000000	2095212978	1750213042	344999936	5592721	5594904	11207796	4194304	87492d71e0e5ffa3a31731b0509a460c1341d04f0a07270608a4cef3e7af3047	4194304	87492d71e0e5ffa3a31731b0509a460c1341d04f0a07270608a4cef3e7af3047			12219111	207889108	431804326	complete	complete	complete	complete	complete	true
